,Unnamed: 0,tweet_text,text,polarity,sentimen
210,210,Pemerintah lakukan percepatan penyaluran BLT BBM melalui pos agar mudah dijangkau!  Jambi  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/tlOwutFGx2,"Orders to sell fast, distribute BLT fuel and then post so that it's easy to reach Jambi",0.31666666666666665,positif
211,211,Hore! Pemerintah percepat penyaluran BLT BBM untuk membantu masyarakat!  Jambi  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/H9X8cJzFey,"Hooray, quick orders to distribute BLT BBM to help the people of Jambi",0.3333333333333333,positif
213,213,"Dengan adanya BLT BBM , masyarakat semakin yakin dengan pemerintah!  Jambi  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/ndA2Mi7Gme",with blt bbm people are more confident with Jambi orders,0.5,positif
214,214,"Mari kita pahami maksud dari penyesuaian harga BBM, dan terus dukung pemerintah kita #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/OlfhCCmysi",let's understand the meaning of appropriate fuel prices and continue to support our orders,0.5,positif
223,223,Penyesuaian harga BBM langkah tepat pemerintah.  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Jawa Barat https://t.co/caG5QG84v4,"According to the price of fuel, the exact steps of the West Java order",0.25,positif
225,225,Kebijakan Pemerintah Dalam Melakukan Penyaluran BLT BBM Adalah Langkah Tepat Agar Lebih Tepat Sasaran  -Nusa Tenggara Timur- #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/Ke5DWeDAzj,wisely the order in the behavior of channeling blt bbm is the right step so that it is more precise targeting East Nusa Tenggara,0.4714285714285714,positif
228,228,"Kebijakan pemerintah mengalihkan subsidi BBM ke BLT sangat tepat, dan berikan dampak positif pada perekonomian masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Sumatera Utara https://t.co/g4wYrb905d",wise the order to transfer fuel subsidies to blt is very appropriate and has a positive impact on the economy of the people of North Sumatra,0.5257575757575758,positif
230,230,Kebijakan pemerintah menyalurkan BLT BBM sangat tepat dan membantu perekonomian masyarakat  Dukung penyaluran BLT #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Sumatera Utara https://t.co/HH0MiJgEyT,"wise, the command to distribute blt fuel is very precise and helps the community's economy, support the channel blt, north sumatra",0.61,positif
231,231,Warga Aceh mendukung penuh kebijakan pemerintah dalam penyesuaian hrga BBM#BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/FtkWr2spxx,aceh people fully support wise orders in accordance with fuel prices,0.7,positif
233,233,Kebijakan pemerintah mengalihkan subsidi BBM ke BLT sangat tepat dan tingkatkan kesejahteraan masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Sumatera Utara https://t.co/GwMA7OIJEm,wise the order to transfer fuel subsidies to blt is very appropriate and the level of welfare of the people of North Sumatra,0.675,positif
234,234,Masyarakat Kota Medan Sumatera Utara setuju kebijakan pemerintah Subsidi BBM dilaihkan untuk BANSOS/BLT #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/C3dxkJAj8g,"the people of the city of Medan, North Sumatra, are wise to order fuel subsidies to be transferred for social assistance blt",0.36666666666666664,positif
241,241,Masyarakat sangat berterima kasih atas kebijakan pemerintah menyalurkan BLT BBM  Dukung penyaluran BLT #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Sumatera Utara https://t.co/B4xzMwGfuQ,The community is very grateful for the wise order to distribute blt fuel to support the blt channel in North Sumatra,0.44999999999999996,positif
246,246,Bantuan Langsung Tunai (BLT) ini merupakan bantuan yang dijanjikan pemerintah pusat untuk masyarakat pasca kenaikan BBM yang disalurkan melalui pemerintah daerah. #publisherstory #kepripedia https://t.co/sLoJMJo4a1,Direct cash assistance for BLT is in the form of assistance that promises to be a central order for the community after the fuel has been distributed and then a regional order,0.05,positif
247,247,Langakah Tepat Pemerintah Dalam Melakukan Penyesuaian Harga BBM Untuk Kesejahteraan Masyarakat Indonesia  -Nusa Tenggara Timur- #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/wWgRONkD5l,"the steps to the right instructions in behavior according to fuel prices for the welfare of the people of Indonesia, East Nusa Tenggara",0.2857142857142857,positif
251,251,"Penyaluran BLT BBM capai 96,6 persen. pemerintah hebat  Maluku Utara  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/P5uqULF54E",blt bbm channel achieves percent command great north shame,0.8,positif
252,252,Penyesuaian harga BBM langkah tepat pemerintah. Dukung penyesuaian harga BBM  Salam dari Sumatera Utara  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/GFJKZ0uSxz,"according to the price of fuel, the right steps, the command supports according to the price of fuel, greetings from North Sumatra",0.2857142857142857,positif
259,259,Pemerintah melakukan penyesuaian harga BBM demi wujudkan penggunaan subsidi yang tepat sasaran . . Ã°ÂÂÂMaluku Utara - Ternate #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/EKW2ynORiZ,orders to act according to fuel prices for the sake of real subsidies that target the North Maluku region of Ternate,0.2,positif
260,260,"Ekonom Faisal Basri mengajak masyarakat berpikir cerdas dalam merespon kebijakan penyesuaian harga BBM, Pemerintah telah berupaya menekan Inflansi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Aceh https://t.co/OGABKLE2Ez","Economist Faisal Basri invites people to think smartly in responding wisely according to the fuel price orders, efforts have been made to suppress Aceh's inflation",0.45714285714285713,positif
264,264,Demi menahan Inflansi penyesuaian harga BBM adalah langkah tepat pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Aceh https://t.co/tsGNyBoGPx,for the sake of inflation resistance according to fuel prices is the right step according to Aceh's order,0.2857142857142857,positif
265,265,Penyesuaian harga BBM jadi komitmen pemerintah wujudkan penggunaan subsidi yang tepat sasaran . . Ã°ÂÂÂMaluku Utara - Ternate #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/64VllP8Mci,"According to the price of fuel, a commitment is made to provide subsidies that are right on target in North Maluku, Ternate",0.2857142857142857,positif
270,270,"Kepulauan Bangka Belitung Kebijakan yang tepat, pemerintah melakukan penyesuaian harga bbm  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/O1cmoLi6uW","Bangka Belitung Island, wisely, the right orders are sold according to fuel prices",0.4928571428571428,positif
277,277,"Kepulauan Bangka Belitung Subsidi BBM tidak tepat sasaran, pemerintah melakukan langkah tepat untuk penyaluran subsidi yakni mengalihkan subsidi BBM ke bantuan tepat sasaran  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/iVqgPWeYbE","Bangka Belitung Island, fuel subsidies are not on target, the order to act is the right step for channeling subsidies, namely the transfer of fuel subsidies to aid is right on target",0.2857142857142857,positif
279,279,Kami mendukung penuh kebijakan pemerintah tentang kenaikan harga BBM Masyarakat Sulawesi Tengah Mendukung Kebijakan Penyesuain Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/6kLhcTxkYt,"We fully support the wise command regarding rising fuel prices, the people of Central Sulawesi, wisely support fuel price adjustments.",0.4666666666666666,positif
280,280,Penyesuaian harga BBM diambil pemerintah untuk menahan inflasi Masyarakat Sulawesi Tengah Mendukung Kebijakan Penyesuain Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/EgtWDcdxa6,according to fuel prices take orders to withstand inflation the people of Central Sulawesi support the wise adjustment of fuel prices,0.35,positif
282,282,Kebijakan pemerintah melakukan penyesuaian harga BBM sudah sangat tepat  Dukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/SwXn6pJEoM,"wise, the order behaves according to the price of fuel, it is very appropriate to support it according to the price of fuel for North Sumatra",0.675,positif
288,288,Kepulauan Bangka Belitung Untuk menekan APBN pemerintah mengambil langkah tepat yakni melakukan penyesuaian harga bbm #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/XfAo3ZPzGv,"Bangka Belitung Island to press APBN orders to take the right steps, namely selling according to fuel prices",0.2857142857142857,positif
292,292,Pemerintah melakukan penyesuaian harga BBM demi wujudkan penggunaan subsidi yang tepat sasaran  Dukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/R9SxmSlmbG,orders to act according to fuel prices for the sake of realizing subsidies that are right on target support according to North Sumatra fuel prices,0.2857142857142857,positif
326,326,Subsidi BBM jadi beban APBN penyesuaian harga BBM lamgkah tepat pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Aceh https://t.co/WksHpIRcWZ,"Fuel subsidies are a burden on the state budget according to the price of fuel, which is the right step according to Aceh's orders",0.2857142857142857,positif
337,337,Gerakan Masyarakat Peduli dan Cinta tanah Air mendukung penuh kebijakan pemerintah tentang kenaikan harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Aceh https://t.co/yt9vh30pLI,"Gera, the people who care and love the country, fully support the wise order regarding the increase in the price of Aceh's fuel",0.6,positif
339,339,Penyesuaian harga BBM langkah yang tepat diambil pemerintah  Warga Nusa Tenggara Barat mendukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/AOKgum5UMj,"According to the price of fuel, the right step is to take orders from the people of West Nusa Tenggara, support according to the price of fuel",0.2857142857142857,positif
343,343,Terima kasih pemerintahÃ°ÂÂÂ Kami di Nusa Tenggara Timur sangat terbantu dan sangat bersyukur dengan penyaluran BLT BBM.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/4x88V6uVSy,"thank you, our command in East Nusa Tenggara is very helpful and very grateful for the BLT BBM channel",0.2,positif
347,347,"Harga BBM subsidi perlu penyesuaian. Kebijakan Pemerintah Sudah Tepat ""Bengkulu opini"" #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/xl4WkltJEx https://t.co/AEgyWgJf64","Subsidized fuel prices need to be in accordance with the wise orders, the opinion is correct",0.7,positif
348,348,"Subsidi BBM jadi beban APBN, penyesuaian harga BBM langkah tepat dari pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran -Jawa Tengah- https://t.co/hMJCTvfHD1","fuel subsidies are a burden on the state budget according to fuel prices, the right step from the Central Java order",0.14285714285714285,positif
349,349,Subsidi BBM jadi beban APBN penyesuaian harga BBM langkah tepat pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Kalimantan Timur https://t.co/iWUNfoPLqW,"Fuel subsidies are a burden on the state budget according to fuel prices, the exact steps ordered by East Kalimantan",0.25,positif
356,356,penyesuaian Harga BBM langkah tepat pemerintah.  Maluku Utara  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/zFQZYyuKDq,"According to the price of fuel, the right step is the order of North Shame",0.2857142857142857,positif
364,364,Sangat mendukung kebijakan pemerintah dalam penyesuaian harga BBM  Daerah Istimewa Yogyakarta Harga BBM Yogyakarta #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/kaiv7f7xz6,"very supportive of wise orders in accordance with the price of fuel for the special region of Yogyakarta, the price of fuel for Yogyakarta",0.5690476190476191,positif
365,365,Untuk menahan inflasi pemerintah ambil langkah yang tepat yaitu penyesuaian harga BBM. Aceh. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ScqcPruNFS,"to hold inflation orders take the right steps, namely according to Aceh fuel prices",0.2857142857142857,positif
366,366,Ayo kita dukung kebijakan pemerintah dalam penyesuaian harga BBM bersubsidi untuk kesejahteraan masyarakat Indonesia - Maluku Maju - #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/sDEgnsxa5q,"Come on, let's support the wise command in accordance with subsidized fuel prices for the welfare of Indonesian people who are ashamed to move forward",0.7,positif
368,368,"Harga BBM saat ini masih wajar kawan !! Jangan ragu pada pemerintah dalam adanya penyesuain Harga BBM dalam kebijakannya. apa yang dilakukan pemerintah hanya untuk Rakyat, termasuk rakyat Kalimantan Utara #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/XDB9X580lC","current fuel prices are still reasonable comrades, don't hesitate to order that there is an adjustment in fuel prices in a wise manner what orders are only for the people to enter the people of North Kalimantan",0.22499999999999998,positif
375,375,"#DulurKotaBlitar, Pemerintah Kota Blitar kembali menyalurkan Rastrada Tahap III di awal Oktober 2022. Penyaluran Rastrada tahap III ini dilakukan lebih awal dari jadwal biasanya. Hal ini dimaksudkan untuk membantu meringankan beban sehari-hari masyarakat imbas kenaikan harga BBM. https://t.co/L4RknA88qd","Blitar city orders to return to the Rastrada channel Phase III in early October, the Rastrada channel to Phase III is running earlier than the usual schedule, this is intended to help lighten the burden on people's daily lives due to rising fuel prices",-0.05500000000000001,negatif
389,389,Penyesuaian Harga BBM di Ambil Pemerintah Untuk Menahan Inflasi  Masyarakat Sulawesi Tengah Mendukung Kebijakan Penyesuain Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/cDiwHo4xxI,"According to fuel prices, an order was taken to withstand inflation, the people of Central Sulawesi are wisely supporting fuel price adjustments",0.125,positif
390,390,Subsidi BBM Jadi Beban APBN Penyesuaian Harga BBM Langkah Tepat Pemerintah  Masyarakat Sulawesi Tengah Mendukung Kebijakan Penyesuain Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/HhsKD2s5dg,fuel subsidies become a burden on the state budget according to fuel prices the right step ordered by the people of Central Sulawesi to wisely support fuel price adjustments,0.32857142857142857,positif
